S_CITY,E_CITY,COUPON,NEW,VACATION,SW,HI,S_INCOME,E_INCOME,S_POP,E_POP,SLOT,GATE,DISTANCE,PAX,FARE
Chicago             IL,Miami               FL,1.149999976158142,0,Yes,No,3947.239990234375,29260,21207,7830332,2105604,Free,Free,1187,10671,168.9199981689453
Dallas/Fort Worth   TX,Miami               FL,1.159999966621399,3,Yes,No,5772.85986328125,28637,21207,3036732,2105604,Free,Free,1116,4613,185.11000061035156
Detroit             MI,Miami               FL,1.1699999570846558,3,Yes,No,6140.52978515625,26506,21207,4459144,2105604,Free,Constrained,1151,5064,133.97999572753906
Los Angeles         CA,Miami               FL,1.2100000381469727,3,Yes,No,4567.2001953125,24706,21207,9056076,2105604,Free,Free,2336,11193,207.8300018310547
Las Vegas           NV,Milwaukee           WI,1.4199999570846558,3,Yes,No,2796.60009765625,24575,26695,1197234,1646147,Free,Free,1521,2963,146.36000061035156
New York/Newark     NY,Milwaukee           WI,1.2899999618530273,3,No,No,6108.56982421875,32991,26695,8621121,1646147,Controlled,Free,736,6590,190.08999633789062
New York/Newark     NY,Milwaukee           WI,1.2899999618530273,3,No,No,6108.56982421875,32991,26695,8621121,1646147,Controlled,Free,736,6590,190.08999633789062
New York/Newark     NY,Milwaukee           WI,1.2899999618530273,1,No,No,6108.56982421875,32991,26695,8621121,1646147,Free,Constrained,736,6590,190.08999633789062
Orlando             FL,Milwaukee           WI,1.4900000095367432,3,Yes,No,2985.419921875,22360,26695,1421287,1646147,Free,Free,1066,6935,104.87000274658203
Phoenix             AZ,Milwaukee           WI,1.3600000143051147,3,No,No,3146.679931640625,23025,26695,2753373,1646147,Free,Free,1461,4879,154.05999755859375
Atlanta             GA,Minneapolis/St Paul MN,1.1699999570846558,3,No,No,4317.66015625,26993,28739,3532657,2761118,Free,Constrained,904,5578,269.42999267578125
Boston              MA,Minneapolis/St Paul MN,1.1799999475479126,3,No,No,7702.8798828125,30124,28739,5787293,2761118,Free,Constrained,1114,7276,258.8500061035156
Chicago             IL,Minneapolis/St Paul MN,1.0099999904632568,3,No,No,3911.169921875,29260,28739,7830332,2761118,Controlled,Constrained,342,29137,156.92999267578125
Chicago             IL,Minneapolis/St Paul MN,1.0099999904632568,3,No,No,3911.169921875,29260,28739,7830332,2761118,Free,Constrained,342,29137,156.92999267578125
Dallas/Fort Worth   TX,Minneapolis/St Paul MN,1.100000023841858,3,No,No,4540.2998046875,28637,28739,3036732,2761118,Free,Constrained,857,6621,230.7100067138672
Denver              CO,Minneapolis/St Paul MN,1.0199999809265137,3,No,No,4347.47998046875,29055,28739,1862106,2761118,Free,Constrained,693,10147,133.5
Detroit             MI,Minneapolis/St Paul MN,1.1399999856948853,3,No,No,9249.1298828125,26506,28739,4459144,2761118,Free,Constrained,530,5389,286.5400085449219
Kansas City         MO,Minneapolis/St Paul MN,1.190000057220459,3,No,No,7958.31005859375,25450,28739,1694803,2761118,Free,Constrained,401,3733,232.5500030517578
Las Vegas           NV,Minneapolis/St Paul MN,1.1299999952316284,3,Yes,No,6172.1201171875,24575,28739,1197234,2761118,Free,Constrained,1301,4353,171.6699981689453
Los Angeles         CA,Minneapolis/St Paul MN,1.2400000095367432,3,No,No,6166.10009765625,24706,28739,9056076,2761118,Free,Constrained,1539,7749,246.10000610351562
Chicago             IL,Nashville           TN,1.0199999809265137,3,No,Yes,3463.9599609375,29260,25995,7830332,1115048,Controlled,Free,401,10902,84.20999908447266
Chicago             IL,Nashville           TN,1.0199999809265137,3,No,Yes,3463.9599609375,29260,25995,7830332,1115048,Free,Free,401,10902,84.20999908447266
Dallas/Fort Worth   TX,Nashville           TN,1.100000023841858,3,No,No,7138.33984375,28637,25995,3036732,1115048,Free,Free,634,4632,181.99000549316406
Detroit             MI,Nashville           TN,1.159999966621399,2,No,Yes,7746.6298828125,26506,25995,4459144,1115048,Free,Constrained,466,6143,166.25
Houston             TX,Nashville           TN,1.0800000429153442,3,No,Yes,4722.169921875,27211,25995,3770125,1115048,Free,Free,671,5772,107.86000061035156
Los Angeles         CA,Nashville           TN,1.5700000524520874,2,No,Yes,3106.3798828125,24706,25995,9056076,1115048,Free,Free,1798,4462,181.02000427246094
New York/Newark     NY,Nashville           TN,1.2599999904632568,3,No,No,3647.27001953125,32991,25995,8621121,1115048,Controlled,Free,760,7387,215.00999450683594
New York/Newark     NY,Nashville           TN,1.2599999904632568,3,No,No,3647.27001953125,32991,25995,8621121,1115048,Controlled,Free,760,7387,215.00999450683594
New York/Newark     NY,Nashville           TN,1.2599999904632568,3,No,No,3647.27001953125,32991,25995,8621121,1115048,Free,Constrained,760,7387,215.00999450683594
Orlando             FL,Nashville           TN,1.1699999570846558,1,Yes,Yes,2173.449951171875,22360,25995,1421287,1115048,Free,Free,615,6224,87.80000305175781
Atlanta             GA,New Orleans         LA,1.0199999809265137,3,No,No,6269.75,26993,22038,3532657,1308499,Free,Free,419,7796,120.69999694824219
Chicago             IL,New Orleans         LA,1.2000000476837158,3,No,Yes,2621.010009765625,29260,22038,7830332,1308499,Controlled,Free,829,8356,132.85000610351562
Chicago             IL,New Orleans         LA,1.2000000476837158,3,No,Yes,2621.010009765625,29260,22038,7830332,1308499,Free,Free,829,8356,132.85000610351562
Dallas/Fort Worth   TX,New Orleans         LA,1.0499999523162842,3,No,Yes,4060.64990234375,28637,22038,3036732,1308499,Free,Free,455,12717,84.52999877929688
Houston             TX,New Orleans         LA,1.0099999904632568,3,No,Yes,5117.490234375,27211,22038,3770125,1308499,Free,Free,319,19894,76.80999755859375
Los Angeles         CA,New Orleans         LA,1.4299999475479126,3,No,Yes,2605.050048828125,24706,22038,9056076,1308499,Free,Free,1678,5559,202.0
Albuquerque         NM,New York/Newark     NY,1.9199999570846558,3,No,No,1940.1700439453125,22089,32991,668159,8621121,Controlled,Free,1822,4002,208.7899932861328
Albuquerque         NM,New York/Newark     NY,1.9199999570846558,3,No,No,1940.1700439453125,22089,32991,668159,8621121,Controlled,Free,1822,4002,208.7899932861328
Albuquerque         NM,New York/Newark     NY,1.9199999570846558,3,No,No,1940.1700439453125,22089,32991,668159,8621121,Free,Constrained,1822,4002,208.7899932861328
Atlanta             GA,New York/Newark     NY,1.059999942779541,3,No,No,4593.3798828125,26993,32991,3532657,8621121,Controlled,Free,756,48642,162.27999877929688
Atlanta             GA,New York/Newark     NY,1.059999942779541,3,No,No,4593.3798828125,26993,32991,3532657,8621121,Controlled,Free,756,48642,162.27999877929688
Atlanta             GA,New York/Newark     NY,1.059999942779541,3,No,No,4593.3798828125,26993,32991,3532657,8621121,Free,Constrained,756,48642,162.27999877929688
Austin              TX,New York/Newark     NY,1.690000057220459,3,No,No,3447.6298828125,23665,32991,1038660,8621121,Controlled,Free,1515,3802,287.2300109863281
Austin              TX,New York/Newark     NY,1.690000057220459,3,No,No,3447.6298828125,23665,32991,1038660,8621121,Controlled,Free,1515,3802,287.2300109863281
Austin              TX,New York/Newark     NY,1.690000057220459,3,No,No,3447.6298828125,23665,32991,1038660,8621121,Free,Constrained,1515,3802,287.2300109863281
Boston              MA,New York/Newark     NY,1.0,3,No,No,2850.330078125,30124,32991,5787293,8621121,Controlled,Free,183,66820,116.77999877929688
Boston              MA,New York/Newark     NY,1.0,3,No,No,2850.330078125,30124,32991,5787293,8621121,Controlled,Free,183,66820,116.77999877929688
Boston              MA,New York/Newark     NY,1.0,3,No,No,2850.330078125,30124,32991,5787293,8621121,Free,Constrained,183,66820,116.77999877929688
Chicago             IL,New York/Newark     NY,1.0499999523162842,3,No,No,3316.89990234375,29260,32991,7830332,8621121,Controlled,Free,723,73892,159.7100067138672
Chicago             IL,New York/Newark     NY,1.0499999523162842,3,No,No,3316.89990234375,29260,32991,7830332,8621121,Controlled,Free,723,73892,159.7100067138672
Chicago             IL,New York/Newark     NY,1.0499999523162842,3,No,No,3316.89990234375,29260,32991,7830332,8621121,Controlled,Constrained,723,73892,159.7100067138672
Chicago             IL,New York/Newark     NY,1.0499999523162842,3,No,No,3316.89990234375,29260,32991,7830332,8621121,Controlled,Free,723,73892,159.7100067138672
Chicago             IL,New York/Newark     NY,1.0499999523162842,3,No,No,3316.89990234375,29260,32991,7830332,8621121,Controlled,Free,723,73892,159.7100067138672
Chicago             IL,New York/Newark     NY,1.0499999523162842,3,No,No,3316.89990234375,29260,32991,7830332,8621121,Free,Constrained,723,73892,159.7100067138672
Cincinnati          OH,New York/Newark     NY,1.100000023841858,3,No,No,6102.02978515625,25059,32991,1595139,8621121,Controlled,Constrained,582,9567,205.0
Cincinnati          OH,New York/Newark     NY,1.100000023841858,3,No,No,6102.02978515625,25059,32991,1595139,8621121,Controlled,Constrained,582,9567,205.0
Cincinnati          OH,New York/Newark     NY,1.100000023841858,3,No,No,6102.02978515625,25059,32991,1595139,8621121,Free,Constrained,582,9567,205.0
Cleveland           OH,New York/Newark     NY,1.0700000524520874,3,No,No,6798.93994140625,26046,32991,2230955,8621121,Controlled,Free,408,13252,143.44000244140625
Cleveland           OH,New York/Newark     NY,1.0700000524520874,3,No,No,6798.93994140625,26046,32991,2230955,8621121,Controlled,Free,408,13252,143.44000244140625
Cleveland           OH,New York/Newark     NY,1.0700000524520874,3,No,No,6798.93994140625,26046,32991,2230955,8621121,Free,Constrained,408,13252,143.44000244140625
Columbus            OH,New York/Newark     NY,1.1100000143051147,0,No,No,3046.449951171875,24502,32991,125722,8621121,Controlled,Free,475,10168,174.8699951171875
Columbus            OH,New York/Newark     NY,1.1100000143051147,3,No,No,3046.449951171875,24502,32991,125722,8621121,Controlled,Free,475,10168,174.8699951171875
Columbus            OH,New York/Newark     NY,1.1100000143051147,3,No,No,3046.449951171875,24502,32991,125722,8621121,Free,Constrained,475,10168,174.8699951171875
Dallas/Fort Worth   TX,New York/Newark     NY,1.1200000047683716,3,No,No,6583.72021484375,28637,32991,3036732,8621121,Controlled,Free,1389,24082,304.17999267578125
Dallas/Fort Worth   TX,New York/Newark     NY,1.1200000047683716,3,No,No,6583.72021484375,28637,32991,3036732,8621121,Controlled,Free,1389,24082,304.17999267578125
Dallas/Fort Worth   TX,New York/Newark     NY,1.1200000047683716,3,No,No,6583.72021484375,28637,32991,3036732,8621121,Free,Constrained,1389,24082,304.17999267578125
Denver              CO,New York/Newark     NY,1.25,3,No,No,4809.10009765625,29055,32991,1862106,8621121,Controlled,Free,1624,16240,270.3599853515625
Denver              CO,New York/Newark     NY,1.25,3,No,No,4809.10009765625,29055,32991,1862106,8621121,Controlled,Free,1624,16240,270.3599853515625
Denver              CO,New York/Newark     NY,1.25,3,No,No,4809.10009765625,29055,32991,1862106,8621121,Free,Constrained,1624,16240,270.3599853515625
Detroit             MI,New York/Newark     NY,1.059999942779541,3,No,No,5430.52001953125,26506,32991,4459144,8621121,Controlled,Constrained,492,17775,209.35000610351562
Detroit             MI,New York/Newark     NY,1.059999942779541,3,No,No,5430.52001953125,26506,32991,4459144,8621121,Controlled,Constrained,492,17775,209.35000610351562
Detroit             MI,New York/Newark     NY,1.059999942779541,3,No,No,5430.52001953125,26506,32991,4459144,8621121,Free,Constrained,492,17775,209.35000610351562
Fort Lauderdale     FL,New York/Newark     NY,1.059999942779541,3,Yes,No,2828.159912109375,26752,32991,1440377,8621121,Controlled,Free,1068,40159,123.18000030517578
Fort Lauderdale     FL,New York/Newark     NY,1.059999942779541,3,Yes,No,2828.159912109375,26752,32991,1440377,8621121,Controlled,Free,1068,40159,123.18000030517578
Fort Lauderdale     FL,New York/Newark     NY,1.059999942779541,3,Yes,No,2828.159912109375,26752,32991,1440377,8621121,Free,Constrained,1068,40159,123.18000030517578
Fort Meyers         FL,New York/Newark     NY,1.2200000286102295,3,Yes,No,3536.159912109375,24510,32991,379566,8621121,Controlled,Free,1076,9399,143.1999969482422
Fort Meyers         FL,New York/Newark     NY,1.2200000286102295,3,Yes,No,3536.159912109375,24510,32991,379566,8621121,Controlled,Free,1076,9399,143.1999969482422
Fort Meyers         FL,New York/Newark     NY,1.2200000286102295,3,Yes,No,3536.159912109375,24510,32991,379566,8621121,Free,Constrained,1076,9399,143.1999969482422
Greenville/Sprtnbg  SC,New York/Newark     NY,1.2899999618530273,0,No,No,3152.0,21081,32991,895123,8621121,Controlled,Free,613,3806,144.60000610351562
Greenville/Sprtnbg  SC,New York/Newark     NY,1.2899999618530273,3,No,No,3152.0,21081,32991,895123,8621121,Controlled,Free,613,3806,144.60000610351562
Greenville/Sprtnbg  SC,New York/Newark     NY,1.2899999618530273,3,No,No,3152.0,21081,32991,895123,8621121,Free,Constrained,613,3806,144.60000610351562
Houston             TX,New York/Newark     NY,1.2899999618530273,1,No,No,6438.27001953125,27211,32991,3770125,8621121,Controlled,Free,1426,15711,349.5299987792969
Houston             TX,New York/Newark     NY,1.2899999618530273,3,No,No,6438.27001953125,27211,32991,3770125,8621121,Controlled,Free,1426,15711,349.5299987792969
Houston             TX,New York/Newark     NY,1.2899999618530273,3,No,No,6438.27001953125,27211,32991,3770125,8621121,Free,Constrained,1426,15711,349.5299987792969
Jacksonville        FL,New York/Newark     NY,1.340000033378601,3,Yes,No,3840.280029296875,23614,32991,1008768,8621121,Controlled,Free,842,7098,183.42999267578125
Jacksonville        FL,New York/Newark     NY,1.340000033378601,3,Yes,No,3840.280029296875,23614,32991,1008768,8621121,Controlled,Free,842,7098,183.42999267578125
Jacksonville        FL,New York/Newark     NY,1.340000033378601,3,Yes,No,3840.280029296875,23614,32991,1008768,8621121,Free,Constrained,842,7098,183.42999267578125
Kansas City         MO,New York/Newark     NY,1.399999976158142,3,No,No,2617.8701171875,25450,32991,1694803,8621121,Controlled,Free,1103,7543,223.99000549316406
Kansas City         MO,New York/Newark     NY,1.399999976158142,0,No,No,2617.8701171875,25450,32991,1694803,8621121,Controlled,Free,1103,7543,223.99000549316406
Kansas City         MO,New York/Newark     NY,1.399999976158142,3,No,No,2617.8701171875,25450,32991,1694803,8621121,Free,Constrained,1103,7543,223.99000549316406
Las Vegas           NV,New York/Newark     NY,1.3600000143051147,3,Yes,No,2263.81005859375,24575,32991,1197234,8621121,Controlled,Free,2237,26582,169.41000366210938
Las Vegas           NV,New York/Newark     NY,1.3600000143051147,3,Yes,No,2263.81005859375,24575,32991,1197234,8621121,Controlled,Free,2237,26582,169.41000366210938
Las Vegas           NV,New York/Newark     NY,1.3600000143051147,3,Yes,No,2263.81005859375,24575,32991,1197234,8621121,Free,Constrained,2237,26582,169.41000366210938
Los Angeles         CA,New York/Newark     NY,1.1699999570846558,3,No,No,2517.739990234375,24706,32991,9056076,8621121,Controlled,Free,2467,60435,326.4700012207031
Los Angeles         CA,New York/Newark     NY,1.1699999570846558,3,No,No,2517.739990234375,24706,32991,9056076,8621121,Controlled,Free,2467,60435,326.4700012207031
Los Angeles         CA,New York/Newark     NY,1.1699999570846558,3,No,No,2517.739990234375,24706,32991,9056076,8621121,Free,Constrained,2467,60435,326.4700012207031
Memphis             TN,New York/Newark     NY,1.2899999618530273,3,No,No,6317.5498046875,24725,32991,1074558,8621121,Controlled,Free,951,4614,234.30999755859375
Memphis             TN,New York/Newark     NY,1.2899999618530273,3,No,No,6317.5498046875,24725,32991,1074558,8621121,Controlled,Free,951,4614,234.30999755859375
Memphis             TN,New York/Newark     NY,1.2899999618530273,3,No,No,6317.5498046875,24725,32991,1074558,8621121,Free,Constrained,951,4614,234.30999755859375
Miami               FL,New York/Newark     NY,1.0499999523162842,3,Yes,No,3042.090087890625,21207,32991,2105604,8621121,Controlled,Free,1097,51122,124.91999816894531
Miami               FL,New York/Newark     NY,1.0499999523162842,3,Yes,No,3042.090087890625,21207,32991,2105604,8621121,Controlled,Free,1097,51122,124.91999816894531
Miami               FL,New York/Newark     NY,1.0499999523162842,3,Yes,No,3042.090087890625,21207,32991,2105604,8621121,Free,Constrained,1097,51122,124.91999816894531
Minneapolis/St Paul MN,New York/Newark     NY,1.149999976158142,3,No,No,6143.2001953125,28739,32991,2761118,8621121,Controlled,Constrained,1015,13123,278.3900146484375
Minneapolis/St Paul MN,New York/Newark     NY,1.149999976158142,3,No,No,6143.2001953125,28739,32991,2761118,8621121,Controlled,Constrained,1015,13123,278.3900146484375
Minneapolis/St Paul MN,New York/Newark     NY,1.149999976158142,3,No,No,6143.2001953125,28739,32991,2761118,8621121,Free,Constrained,1015,13123,278.3900146484375
New Orleans         LA,New York/Newark     NY,1.4199999570846558,3,No,No,2995.10009765625,22038,32991,1308499,8621121,Controlled,Free,1173,10334,208.7100067138672
New Orleans         LA,New York/Newark     NY,1.4199999570846558,3,No,No,2995.10009765625,22038,32991,1308499,8621121,Controlled,Free,1173,10334,208.7100067138672
New Orleans         LA,New York/Newark     NY,1.4199999570846558,3,No,No,2995.10009765625,22038,32991,1308499,8621121,Free,Constrained,1173,10334,208.7100067138672
Norfolk/Va B/Pt/Ch  VA,New York/Newark     NY,1.0199999809265137,0,No,No,3585.860107421875,21125,32991,1536012,8621121,Controlled,Free,291,6295,150.1300048828125
Norfolk/Va B/Pt/Ch  VA,New York/Newark     NY,1.0199999809265137,3,No,No,3585.860107421875,21125,32991,1536012,8621121,Controlled,Free,291,6295,150.1300048828125
Norfolk/Va B/Pt/Ch  VA,New York/Newark     NY,1.0199999809265137,3,No,No,3585.860107421875,21125,32991,1536012,8621121,Free,Constrained,291,6295,150.1300048828125
Burbank             CA,Oakland             CA,1.0,3,No,Yes,8795.73046875,24706,29846,9056076,2237227,Free,Free,325,23041,56.43000030517578
Las Vegas           NV,Oakland             CA,1.0499999523162842,0,Yes,Yes,9062.9501953125,24575,29846,1197234,2237227,Free,Free,407,13356,58.029998779296875
Los Angeles         CA,Oakland             CA,1.0,3,No,Yes,5391.080078125,24706,29846,9056076,2237227,Free,Free,334,43884,53.79999923706055
Dallas/Fort Worth   TX,Oklahoma City       OK,1.0,1,No,Yes,5149.02978515625,28637,20927,3036732,1021733,Free,Free,180,7646,66.13999938964844
Houston             TX,Oklahoma City       OK,1.090000033378601,3,No,Yes,4897.64013671875,27211,20927,3770125,1021733,Free,Free,410,5425,96.18000030517578
Chicago             IL,Omaha               NE,1.0199999809265137,3,No,Yes,5230.31982421875,29260,25127,7830332,679984,Controlled,Free,428,8724,67.7699966430664
Chicago             IL,Omaha               NE,1.0199999809265137,3,No,Yes,5230.31982421875,29260,25127,7830332,679984,Free,Free,428,8724,67.7699966430664
Denver              CO,Omaha               NE,1.0,3,No,No,6131.60009765625,29055,25127,1862106,679984,Free,Free,474,3734,139.80999755859375
Atlanta             GA,Orlando             FL,1.0099999904632568,3,Yes,No,4581.02978515625,26993,22360,3532657,1421287,Free,Free,404,18673,92.77999877929688
Boston              MA,Orlando             FL,1.2400000095367432,3,Yes,No,3123.35009765625,30124,22360,5787293,1421287,Free,Free,1119,23222,117.97000122070312
Chicago             IL,Orlando             FL,1.090000033378601,3,Yes,Yes,1853.530029296875,29260,22360,7830332,1421287,Controlled,Free,995,26034,121.66999816894531
Chicago             IL,Orlando             FL,1.090000033378601,3,Yes,Yes,1853.530029296875,29260,22360,7830332,1421287,Free,Free,995,26034,121.66999816894531
Cincinnati          OH,Orlando             FL,1.1699999570846558,3,Yes,No,5313.06982421875,25059,22360,1595139,1421287,Free,Constrained,756,5235,138.8800048828125
Cleveland           OH,Orlando             FL,1.340000033378601,3,Yes,No,4568.580078125,26046,22360,2230955,1421287,Free,Free,902,5696,140.89999389648438
Columbus            OH,Orlando             FL,1.5,0,Yes,Yes,2082.22998046875,24502,22360,125722,1421287,Free,Free,802,6399,104.33000183105469
Dallas/Fort Worth   TX,Orlando             FL,1.0800000429153442,3,Yes,No,3819.52001953125,28637,22360,3036732,1421287,Free,Free,984,11392,153.5800018310547
Denver              CO,Orlando             FL,1.5499999523162842,3,Yes,No,3651.909912109375,29055,22360,1862106,1421287,Free,Free,1545,5820,201.42999267578125
Detroit             MI,Orlando             FL,1.159999966621399,3,Yes,No,5790.8798828125,26506,22360,4459144,1421287,Free,Constrained,963,16414,102.94999694824219
Fort Lauderdale     FL,Orlando             FL,1.0,3,Yes,Yes,4144.009765625,26752,22360,1440377,1421287,Free,Free,174,9216,45.54999923706055
Hartford            CT,Orlando             FL,1.3600000143051147,3,Yes,No,3217.3701171875,30268,22360,1106780,1421287,Free,Free,1045,9823,114.5
Houston             TX,Orlando             FL,1.2799999713897705,3,Yes,Yes,4843.93994140625,27211,22360,3770125,1421287,Free,Free,856,5798,150.0399932861328
Kansas City         MO,Orlando             FL,1.6799999475479126,0,Yes,Yes,1771.8499755859375,25450,22360,1694803,1421287,Free,Free,1064,5610,121.3499984741211
Las Vegas           NV,Orlando             FL,1.4800000190734863,3,Yes,No,3285.2900390625,24575,22360,1197234,1421287,Free,Free,2035,5829,117.58999633789062
Los Angeles         CA,Orlando             FL,1.399999976158142,3,Yes,No,4628.93994140625,24706,22360,9056076,1421287,Free,Free,2216,8084,258.42999267578125
Miami               FL,Orlando             FL,1.0,0,Yes,No,5149.7001953125,21207,22360,2105604,1421287,Free,Free,192,7967,96.52999877929688
Miami               FL,Orlando             FL,1.0,0,Yes,No,5149.7001953125,21207,22360,2105604,1421287,Free,Free,192,7967,96.52999877929688
Minneapolis/St Paul MN,Orlando             FL,1.340000033378601,3,Yes,No,6037.83984375,28739,22360,2761118,1421287,Free,Constrained,1308,4978,204.6199951171875
New Orleans         LA,Orlando             FL,1.2999999523162842,3,Yes,Yes,2424.610107421875,22038,22360,1308499,1421287,Free,Free,541,5057,92.3499984741211
New York/Newark     NY,Orlando             FL,1.0800000429153442,3,Yes,No,2386.85009765625,32991,22360,8621121,1421287,Controlled,Free,947,54990,123.97000122070312
New York/Newark     NY,Orlando             FL,1.0800000429153442,3,Yes,No,2386.85009765625,32991,22360,8621121,1421287,Controlled,Free,947,54990,123.97000122070312
New York/Newark     NY,Orlando             FL,1.0800000429153442,3,Yes,No,2386.85009765625,32991,22360,8621121,1421287,Free,Constrained,947,54990,123.97000122070312
Atlanta             GA,Philadelphia/Camden PA,1.059999942779541,3,No,No,4248.47021484375,26993,27994,3532657,4948339,Free,Free,674,16512,125.08999633789062
Boston              MA,Philadelphia/Camden PA,1.0199999809265137,0,No,No,9649.009765625,30124,27994,5787293,4948339,Free,Free,265,17196,138.55999755859375
Chicago             IL,Philadelphia/Camden PA,1.0800000429153442,3,No,No,3748.60009765625,29260,27994,7830332,4948339,Controlled,Free,673,16559,215.05999755859375
Chicago             IL,Philadelphia/Camden PA,1.0800000429153442,3,No,No,3748.60009765625,29260,27994,7830332,4948339,Free,Free,673,16559,215.05999755859375
Dallas/Fort Worth   TX,Philadelphia/Camden PA,1.1699999570846558,3,No,No,5921.72998046875,28637,27994,3036732,4948339,Free,Free,1314,7630,249.4499969482422
Denver              CO,Philadelphia/Camden PA,1.350000023841858,3,No,No,5840.93994140625,29055,27994,1862106,4948339,Free,Free,1568,3599,335.54998779296875
Detroit             MI,Philadelphia/Camden PA,1.0499999523162842,3,No,No,4597.2900390625,26506,27994,4459144,4948339,Free,Constrained,450,7899,175.66000366210938
Fort Lauderdale     FL,Philadelphia/Camden PA,1.2100000381469727,3,Yes,No,7577.56005859375,26752,27994,1440377,4948339,Free,Free,997,6541,132.77000427246094
Houston             TX,Philadelphia/Camden PA,1.3600000143051147,3,No,No,5679.25,27211,27994,3770125,4948339,Free,Free,1347,4023,353.55999755859375
Las Vegas           NV,Philadelphia/Camden PA,1.3600000143051147,3,Yes,No,2494.449951171875,24575,27994,1197234,4948339,Free,Free,2179,6948,165.89999389648438
Los Angeles         CA,Philadelphia/Camden PA,1.3700000047683716,3,No,No,3264.93994140625,24706,27994,9056076,4948339,Free,Free,2407,8981,293.2099914550781
Miami               FL,Philadelphia/Camden PA,1.149999976158142,3,Yes,No,4191.14013671875,21207,27994,2105604,4948339,Free,Free,1026,5725,152.6699981689453
Minneapolis/St Paul MN,Philadelphia/Camden PA,1.1799999475479126,3,No,No,7362.52978515625,28739,27994,2761118,4948339,Free,Constrained,979,4149,295.4599914550781
Orlando             FL,Philadelphia/Camden PA,1.1399999856948853,3,Yes,No,5335.31982421875,22360,27994,1421287,4948339,Free,Free,872,17853,114.27999877929688
Albuquerque         NM,Phoenix             AZ,1.0,3,No,Yes,6362.240234375,22089,23025,668159,2753373,Free,Free,327,13947,57.04999923706055
Atlanta             GA,Phoenix             AZ,1.25,3,No,No,4275.35009765625,26993,23025,3532657,2753373,Free,Free,1591,5944,200.08999633789062
Austin              TX,Phoenix             AZ,1.100000023841858,3,No,Yes,4252.08984375,23665,23025,1038660,2753373,Free,Free,876,4511,105.41000366210938
Boston              MA,Phoenix             AZ,1.7000000476837158,3,No,No,1710.9000244140625,30124,23025,5787293,2753373,Free,Free,2295,7130,197.4199981689453
Burbank             CA,Phoenix             AZ,1.0,3,No,Yes,5266.72021484375,24706,23025,9056076,2753373,Free,Free,363,10529,57.33000183105469
Chicago             IL,Phoenix             AZ,1.1100000143051147,3,No,Yes,2297.85009765625,29260,23025,7830332,2753373,Controlled,Free,1446,23009,152.10000610351562
Chicago             IL,Phoenix             AZ,1.1100000143051147,3,No,Yes,2297.85009765625,29260,23025,7830332,2753373,Free,Free,1446,23009,152.10000610351562
Cleveland           OH,Phoenix             AZ,1.559999942779541,0,No,Yes,2659.93994140625,26046,23025,2230955,2753373,Free,Free,1749,4272,166.66000366210938
Columbus            OH,Phoenix             AZ,1.559999942779541,3,No,Yes,3391.8701171875,24502,23025,125722,2753373,Free,Free,1673,4780,158.0
Dallas/Fort Worth   TX,Phoenix             AZ,1.100000023841858,0,No,No,4711.47021484375,28637,23025,3036732,2753373,Free,Free,870,7060,229.83999633789062
Denver              CO,Phoenix             AZ,1.0199999809265137,0,No,No,3959.070068359375,29055,23025,1862106,2753373,Free,Free,590,11723,133.0399932861328
Detroit             MI,Phoenix             AZ,1.2200000286102295,3,No,Yes,4116.080078125,26506,23025,4459144,2753373,Free,Constrained,1682,8384,191.66000366210938
El Paso             TX,Phoenix             AZ,1.0,3,No,Yes,7231.6201171875,14600,23025,677757,2753373,Free,Free,353,6211,60.72999954223633
Houston             TX,Phoenix             AZ,1.0800000429153442,3,No,Yes,3100.409912109375,27211,23025,3770125,2753373,Free,Free,1014,6277,148.27999877929688
Kansas City         MO,Phoenix             AZ,1.1799999475479126,3,No,Yes,3725.9599609375,25450,23025,1694803,2753373,Free,Free,1046,8478,85.4800033569336
Las Vegas           NV,Phoenix             AZ,1.0,3,Yes,Yes,5619.02001953125,24575,23025,1197234,2753373,Free,Free,248,22995,53.06999969482422
Los Angeles         CA,Phoenix             AZ,1.0099999904632568,3,No,Yes,3923.93994140625,24706,23025,9056076,2753373,Free,Free,366,35471,51.72999954223633
Minneapolis/St Paul MN,Phoenix             AZ,1.1200000047683716,0,No,No,4317.490234375,28739,23025,2761118,2753373,Free,Constrained,1279,8730,195.91000366210938
New York/Newark     NY,Phoenix             AZ,1.3899999856948853,3,No,No,2892.89990234375,32991,23025,8621121,2753373,Controlled,Free,2148,14830,273.1199951171875
New York/Newark     NY,Phoenix             AZ,1.3899999856948853,3,No,No,2892.89990234375,32991,23025,8621121,2753373,Controlled,Free,2148,14830,273.1199951171875
New York/Newark     NY,Phoenix             AZ,1.3899999856948853,3,No,No,2892.89990234375,32991,23025,8621121,2753373,Free,Constrained,2148,14830,273.1199951171875
Oakland             CA,Phoenix             AZ,1.0299999713897705,3,No,Yes,4787.5498046875,29846,23025,2237227,2753373,Free,Free,638,8271,84.1500015258789
Omaha               NE,Phoenix             AZ,1.340000033378601,3,No,Yes,3442.97998046875,25127,23025,679984,2753373,Free,Free,1031,5953,81.31999969482422
Orlando             FL,Phoenix             AZ,1.7799999713897705,3,Yes,Yes,2275.239990234375,22360,23025,1421287,2753373,Free,Free,1851,4099,162.52999877929688
