"Country.Code","Country.Name","X1961","X1962","X1963","X1964","X1965","X1966","X1967","X1968","X1969","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","Spending1995","Spending1996","Spending1997","Spending1998","Spending1999","Spending2000","Spending2001","Spending2002","Spending2003","Spending2004","Spending2005","Spending2006","Spending2007","Spending2008","Spending2009","Spending2010","Spending2011","Spending2012","Spending2013","Region","IncomeGroup"
"EAP","East Asia & Pacific (developing only)",45.63621823,46.51338371,47.87138665,49.69231141,51.84352593,54.12989353,56.32525766,58.24630931,59.80664739,60.97105581,61.77259255,62.34013903,62.79171341,63.17664983,63.53459984,63.89059023,64.24020507,64.58134728,64.92045037,65.26138856,65.6043016,65.94416934,66.27231526,66.5892025,66.89589935,67.19207071,67.47727834,67.75031794,68.01004527,68.25272381,68.47138247,68.66719542,68.84762113,69.0226248,69.21346008,69.44295036,69.72364647,70.05799337,70.44091546,70.85422849,71.27491668,71.67458348,72.03366578,72.34255498,72.59953295,72.81138996,72.99479631,73.16642188,73.33191759,73.49563694,73.65942739,24.6896626012106,29.7869339663022,32.0444825340961,31.9220854081489,35.2766056235338,38.866546919089,41.5259788681058,47.2379193124596,54.0721003591648,61.0705788346901,70.2348673345789,82.4031260960445,100.602466094239,132.16702825509,156.620968682206,180.407770932459,224.732081263107,261.393185650308,293.232667825447,"",""
"EAS","East Asia & Pacific (all income levels)",48.52083105,49.32992575,50.59021898,52.1985927,54.05735397,56.09143756,58.01207804,59.69604724,61.09259143,62.12101686,62.91550144,63.47097737,63.88708696,64.28761554,64.66994464,65.01685445,65.36475252,65.68647205,66.01405573,66.30766438,66.64692828,66.99228165,67.28958586,67.61727273,67.92119754,68.22353869,68.51581359,68.7556274,69.02244865,69.247053,69.47067369,69.65195953,69.83233187,70.01824036,70.18070909,70.44261969,70.72231287,71.03660212,71.39280038,71.8100272,72.2209715,72.60035292,72.94240676,73.24978351,73.48396213,73.71530181,73.90294823,74.07261284,74.25618584,74.40365604,74.54424749,245.938246044521,232.994691648744,216.916596254832,200.675494359553,231.351162616326,249.136996519496,230.219514927713,232.305520551725,260.823877244049,287.846572585313,304.246211303649,313.037609353574,340.477722712598,397.445255375083,445.795005731525,507.174148324786,593.205937724281,636.684386330084,617.501450030473,"",""
"ECA","Europe & Central Asia (developing only)",62.18294386,62.47841223,62.93183266,63.30987745,63.56947452,63.85132972,64.01358384,64.25267229,64.42273713,64.64420045,64.81666769,64.98048425,65.16714286,65.30999333,65.42448221,65.56877989,65.66855633,65.74350701,65.84495316,66.07512086,66.27935373,66.47793982,66.75531586,67.04080355,67.27400151,67.51127643,67.75827261,67.85260557,67.90780133,67.84294189,67.69854896,67.59434532,67.3308441,67.37935058,67.33559426,67.53879122,67.90081044,68.23798315,68.61045054,69.02006465,69.33667368,69.49402574,69.70764031,69.94102894,70.07678327,70.33518441,70.5966065,70.8235068,71.28883686,71.6215522,72.01891799,61.3231677635426,72.2610485756406,80.1542666627562,82.6885542593473,83.5844886252957,87.235571413048,80.7511907584089,97.5416512729107,127.793646873774,163.65529888977,203.509304075553,238.948459891012,313.840389414494,375.74067178124,324.881617236363,353.310079339572,370.854744315906,384.643083844095,412.599338149288,"",""
"ECS","Europe & Central Asia (all income levels)",67.39189608,67.48614876,67.75635282,68.15426321,68.30698262,68.51876169,68.6447955,68.71713316,68.72552104,69.00492398,69.141973,69.34529076,69.43955368,69.64171333,69.61522943,69.71553003,69.88761872,69.97730488,70.09705024,70.2020009,70.46817349,70.76007744,70.83203537,70.98374901,71.19819551,71.6816414,71.89073806,72.01185333,72.06219771,72.04821895,71.94974847,71.86027584,71.51412231,71.62488284,71.819319,72.20391495,72.57208584,72.76088315,72.85453288,73.00554002,73.3164957,73.38511767,73.51567527,73.93126096,74.0701761,74.53794869,74.88035089,75.1216764,75.4982066,75.78173699,76.20369912,1016.89680308924,1051.57484170283,981.634218826781,1000.25471335801,1002.07830765677,934.071320363542,965.58657382994,1085.12960494838,1357.55018566105,1572.83223918316,1679.34901368093,1792.13042464958,2067.53396546148,2325.36402267027,2227.61174612398,2214.95814249003,2379.92904363124,2265.61630283515,2352.00899672918,"",""
"ECU","Ecuador",53.7607561,54.3544878,54.89663415,55.38519512,55.82470732,56.22565854,56.60658537,56.98553659,57.37346341,57.77787805,58.2012439,58.64104878,59.0962439,59.56985366,60.06680488,60.59012195,61.14080488,61.71536585,62.31036585,62.92382927,63.55085366,64.18595122,64.82065854,65.44897561,66.06339024,66.65936585,67.23534146,67.79129268,68.32519512,68.83907317,69.33743902,69.82282927,70.2987561,70.7662439,71.2272439,71.68221951,72.12865854,72.56056098,72.97392683,73.35685366,73.69739024,73.99058537,74.239,74.44714634,74.629,74.80004878,74.97873171,75.1765122,75.39934146,75.64770732,75.91660976,73.34609145,81.03105644,88.26567006,82.84677892,64.17393209,52.77702406,76.84220706,101.09408067,130.13669025,138.29798931,146.75657678,164.88816978,182.52330498,211.15517314,236.84420031,269.99591435,303.82600723,361.17038801,431.07267307,"Latin America & Caribbean","Upper middle income"
"EGY","Egypt",48.58158537,49.1065122,49.60195122,50.07539024,50.52039024,50.9204878,51.2682439,51.56868293,51.84178049,52.1224878,52.4552439,52.86995122,53.38307317,53.99609756,54.693,55.44182927,56.20063415,56.93797561,57.64136585,58.31582927,58.98043902,59.65717073,60.358,61.07595122,61.789,62.46863415,63.08982927,63.64056098,64.12080488,64.54907317,64.95534146,65.36963415,65.80995122,66.27780488,66.76019512,67.23160976,67.66358537,68.03658537,68.34514634,68.5912439,68.78643902,68.95168293,69.1074878,69.26382927,69.43114634,69.61390244,69.80856098,70.01360976,70.22802439,70.45082927,70.67856098,37.99077654,46.35175671,59.57575965,67.04688163,74.28357008,80.41010818,77.67415665,75.62634242,57.72401825,58.44151135,66.57278023,77.26405064,88.03385443,105.03961967,121.99354557,130.5945337,142.49154842,157.71329815,151.26413857,"Middle East & North Africa","Lower middle income"
"EMU","Euro area",69.63596324,69.60935229,69.76697761,70.21172654,70.3041953,70.58433038,70.72881531,70.78614841,70.79921479,71.17107413,71.26717295,71.62321853,71.71750262,72.05088484,72.20865416,72.4779824,72.84188919,73.07079828,73.40679763,73.60145838,73.89065435,74.23175434,74.31188436,74.68242805,74.85791232,75.1355538,75.42592007,75.62370327,75.8501375,75.98996451,76.12459943,76.4875009,76.61878928,76.9511599,77.1039605,77.33369816,77.68620228,77.80694662,78.01613503,78.31951032,78.65697219,78.77026861,78.84881826,79.3935487,79.51556961,79.91337674,80.15483502,80.33484418,80.50093739,80.74979655,81.29954827,2093.20250410727,2129.82180753062,1918.53414682713,1962.41666612222,1958.22906385314,1779.46289164734,1825.0786426616,2021.10477064802,2556.8415263114,2926.23082490123,3073.73325194481,3223.54785946658,3651.89791837675,4098.00661385086,4019.10022239994,3901.28929023549,4139.09735453826,3856.52976211342,4017.77676624642,"",""
"ERI","Eritrea",37.59887805,37.85158537,38.12312195,38.41453659,38.72697561,39.06107317,39.41343902,39.77868293,40.15085366,40.5235122,40.89121951,41.24885366,41.59229268,41.91692683,42.21463415,42.47673171,42.70814634,42.91678049,43.11504878,43.31992683,43.54992683,43.82263415,44.15014634,44.54502439,45.01131707,45.55058537,46.15185366,46.80314634,47.49802439,48.23595122,49.0184878,49.84004878,50.68968293,51.55134146,52.40460976,53.22853659,54.00960976,54.73934146,55.41168293,56.02653659,56.58985366,57.119,57.62843902,58.12819512,58.62678049,59.1292439,59.63621951,60.1472439,60.66336585,61.18509756,61.71092683,7.94996992,7.29072585,8.52524091,8.7245104,8.47178989,7.27920577,6.57512505,6.30824362,6.28329709,7.01117447,6.39436915,7.76118163,8.32694744,9.45861471,11.03061996,11.94860351,13.45390844,15.01625881,16.50864578,"Sub-Saharan Africa","Low income"
"ESP","Spain",69.4804878,69.51902439,69.68121951,70.3997561,70.80926829,71.05512195,71.25292683,71.53780488,71.05756098,72.02731707,71.6302439,72.81804878,72.61073171,72.9697561,73.31878049,73.64268293,74.13195122,74.29560976,74.81878049,75.34926829,75.52853659,76.13414634,75.90902439,76.29536585,76.2595122,76.5104878,76.72804878,76.74707317,76.81365854,76.83756098,76.97121951,77.41,77.54658537,77.90146341,77.98073171,78.1204878,78.60414634,78.66585366,78.71707317,78.96585366,79.36829268,79.56829268,79.6195122,79.87073171,80.17073171,80.82195122,80.87317073,81.17560976,81.47560976,81.62682927,82.32682927,1129.19450032,1178.14374457,1062.57190683,1109.46131929,1135.73668125,1045.48200839,1089.29709783,1212.66267393,1722.92547659,2017.89894427,2164.71915344,2357.21005539,2732.23527929,3114.28281955,3018.64881453,2874.21960785,2943.76664073,2625.54606946,2581.02819312,"Europe & Central Asia","High income: OECD"
"EST","Estonia",68.36285366,68.74204878,69.05407317,69.30992683,69.51712195,69.68068293,69.80212195,69.88292683,69.92760976,69.93660976,69.90534146,69.83331707,69.72507317,69.59117073,69.4437561,69.29243902,69.15136585,69.03219512,68.946,68.91407317,68.97804878,69.12682927,69.37560976,69.27804878,69.3804878,70.08536585,70.64390244,70.69756098,70.03902439,69.47560976,69.37317073,68.86341463,67.9097561,66.5,67.54390244,69.61219512,69.8097561,69.35853659,70.06341463,70.41707317,70.25853659,70.90487805,71.31707317,71.9097561,72.56829268,72.69146341,72.81463415,73.77073171,74.82439024,75.42926829,76.12682927,164.79722929,218.11690313,222.44294003,223.10452453,242.57380665,214.37604404,217.70621598,256.66175227,352.39590753,452.33267444,514.22145694,624.6181143,845.46721677,1075.40516892,1008.52217933,902.67330472,988.09892258,994.20250786,1071.60512837,"Europe & Central Asia","High income: OECD"
"ETH","Ethiopia",39.06863415,39.69765854,40.27680488,40.79707317,41.25446341,41.65597561,42.01556098,42.34617073,42.65280488,42.93990244,43.211,43.46302439,43.69153659,43.89153659,44.04002439,44.11104878,44.09863415,44.01280488,43.87953659,43.74680488,43.67356098,43.70529268,43.8684878,44.16860976,44.58370732,45.07480488,45.58492683,46.07314634,46.52597561,46.94495122,47.34612195,47.76246341,48.21795122,48.71807317,49.25834146,49.82621951,50.40668293,50.99663415,51.601,52.24114634,52.94695122,53.73487805,54.60885366,55.56134146,56.57180488,57.61521951,58.65365854,59.65626829,60.60014634,61.46795122,62.25285366,4.03490782,4.21943603,4.39516511,4.52879756,4.49025689,5.40238756,5.08391307,5.29269297,5.54035396,5.78153578,6.82927923,8.70049899,11.27069974,13.50397828,14.74931637,14.94032239,17.51867566,22.26486955,24.51864915,"Sub-Saharan Africa","Low income"
"EUU","European Union",69.58916242,69.5143121,69.75910486,70.22594518,70.33681525,70.56727015,70.67716202,70.72331523,70.67864561,70.99729902,71.10494871,71.4126916,71.53299454,71.82333769,71.91930936,72.12417599,72.40801414,72.52304691,72.76757222,72.86176111,73.20128641,73.46282619,73.52681464,73.8017056,73.87917308,74.14833382,74.38597603,74.57746736,74.73534184,74.8448138,74.94991525,75.2657863,75.36920629,75.6697584,75.79606582,76.04522168,76.33708997,76.50966644,76.73388037,77.10184195,77.44435398,77.57450849,77.70151948,78.1801883,78.32577,78.67063713,78.89295865,79.09935227,79.34269731,79.6305032,80.17825145,1644.20904223767,1687.59447421613,1553.29093060694,1603.62196835084,1617.60614661263,1495.74445622586,1542.63421504356,1723.12800161982,2160.4703471501,2493.92665925261,2637.45362613123,2788.76076156916,3186.65286474764,3528.79083525713,3405.72898847096,3335.82264440116,3542.95625420235,3336.31217871962,3459.93509817423,"",""
"FIN","Finland",68.84414634,68.57780488,69.01268293,69.22097561,68.97780488,69.47707317,69.66658537,69.61634146,69.50341463,70.1795122,70.01756098,70.70731707,71.22365854,71.13487805,71.67365854,71.81292683,72.3502439,72.89707317,73.15536585,73.44,73.74658537,74.29804878,74.20097561,74.51902439,74.22292683,74.56,74.59195122,74.57707317,74.79219512,74.81317073,75.22756098,75.45536585,75.70512195,76.39560976,76.4095122,76.69341463,76.87853659,77.09073171,77.29121951,77.46585366,77.96585366,78.1195122,78.36829268,78.71463415,78.81707317,79.21463415,79.26341463,79.56829268,79.7195122,79.87073171,80.47073171,2014.08401914,2014.74583594,1848.76780046,1853.03404636,1862.52725997,1700.31964391,1786.26451949,2032.22841688,2571.71167849,2973.99914452,3151.84070267,3302.19094826,3752.09542806,4262.68376396,4122.21322982,3976.99494651,4366.87484744,4158.35267562,4449.13106507,"Europe & Central Asia","High income: OECD"
"FJI","Fiji",56.39273171,56.81746341,57.23217073,57.63885366,58.03602439,58.42619512,58.80834146,59.1824878,59.54860976,59.9062439,60.25239024,60.58802439,60.91214634,61.22621951,61.53217073,61.83297561,62.12958537,62.42397561,62.71765854,63.00863415,63.29646341,63.57817073,63.85334146,64.11997561,64.37909756,64.62970732,64.87329268,65.11134146,65.34385366,65.57085366,65.79331707,66.0112439,66.22414634,66.43353659,66.63890244,66.8402439,67.03756098,67.23085366,67.42012195,67.60585366,67.788,67.96709756,68.14314634,68.31768293,68.49178049,68.666,68.84239024,69.021,69.20080488,69.38231707,69.56397561,79.03331503,88.79112652,93.2512631,65.9663532,75.73947566,80.27137161,66.87968791,78.60440577,95.01010817,120.37024672,131.89022088,143.73790528,152.45247039,153.58720377,143.38044771,154.29097272,170.32382318,183.7262493,188.87904496,"East Asia & Pacific","Upper middle income"
"FRA","France",70.11707317,70.31463415,70.51463415,70.66341463,70.81219512,70.96097561,71.16097561,71.3097561,71.45853659,71.65853659,71.90731707,72.10731707,72.35609756,72.60487805,72.85365854,73.10243902,73.35121951,73.60243902,73.85121951,74.05121951,74.3,74.5,74.8,75,75.3,75.6,75.8,76.1,76.34878049,76.6,76.84878049,77.1,77.3,77.64878049,77.75121951,77.95365854,78.30487805,78.45609756,78.60731707,78.95853659,79.05853659,79.26097561,79.26341463,80.16341463,80.11463415,80.51463415,80.81463415,80.86829268,81.06829268,81.36829268,81.66829268,2744.52264087,2741.65880107,2439.58827842,2486.67534042,2458.13385027,2209.24382513,2241.05621637,2496.52219249,3115.23634362,3592.42175654,3721.1117209,3871.53088112,4371.96680292,4827.87561134,4722.01373531,4583.68852456,4934.08916083,4643.84817026,4863.55014042,"Europe & Central Asia","High income: OECD"
"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.49756098,NA,NA,NA,NA,75.98536585,NA,NA,NA,NA,76.22195122,75.87804878,75.77317073,75.66097561,75.96097561,76.16097561,76.41219512,76.61219512,76.86341463,77.11463415,77.41707317,77.61707317,77.81707317,78.0195122,78.22195122,78.47560976,78.62926829,78.83414634,78.98780488,79.14146341,79.29268293,79.3902439,79.63902439,79.93902439,80.33658537,80.73414634,81.13170732,81.4804878,81.92926829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe & Central Asia","High income: nonOECD"
"FSM","Micronesia",57.98558537,58.38358537,58.78158537,59.17958537,59.57858537,59.98158537,60.38758537,60.79758537,61.21158537,61.63358537,62.07058537,62.52058537,62.97558537,63.42658537,63.85458537,64.23958537,64.56758537,64.83358537,65.03658537,65.18358537,65.28958537,65.37358537,65.45358537,65.53958537,65.63658537,65.74558537,65.85858537,65.97258537,66.08458537,66.19758537,66.31012195,66.42265854,66.53570732,66.6482439,66.7597561,66.86770732,66.97160976,67.07290244,67.17263415,67.2752439,67.38426829,67.50373171,67.63514634,67.77602439,67.92487805,68.07619512,68.22397561,68.36573171,68.4984878,68.62173171,68.73797561,188.53910552,173.85384773,147.96207583,141.14254037,154.70589381,169.92657544,189.92614538,177.79477113,218.24880168,232.87615294,285.12778018,285.44934996,292.06352227,323.25020575,358.16788192,392.5983821,411.37679468,404.03347412,407.42976209,"East Asia & Pacific","Lower middle income"
"GAB","Gabon",39.91521951,40.35963415,40.90958537,41.56853659,42.326,43.15897561,44.03095122,44.90992683,45.77841463,46.62539024,47.45036585,48.26336585,49.07285366,49.88185366,50.69185366,51.50834146,52.33231707,53.16429268,54.00026829,54.84421951,55.70014634,56.56107317,57.4114878,58.23292683,58.99839024,59.67995122,60.25956098,60.72378049,61.06709756,61.289,61.39643902,61.41243902,61.35946341,61.25353659,61.09470732,60.87553659,60.60056098,60.28826829,59.96812195,59.68802439,59.49631707,59.42292683,59.48429268,59.68385366,60.00914634,60.4312439,60.90373171,61.38570732,61.85270732,62.2897561,62.69334146,157.76593104,172.23420623,139.05648304,161.1223965,135.42227992,118.00942376,124.40086479,141.62965653,173.88389651,180.06638465,186.96145425,215.7523931,260.24019872,282.6895252,290.97534488,326.5244374,414.55335557,399.35818337,441.39106584,"Sub-Saharan Africa","Upper middle income"
"GBR","United Kingdom",70.87804878,70.92682927,70.82682927,71.62439024,71.62439024,71.57317073,72.12439024,71.72439024,71.72195122,71.97317073,72.27317073,72.12439024,72.32439024,72.52439024,72.72439024,72.77560976,73.22439024,73.17560976,73.27560976,73.67560976,74.02682927,74.17804878,74.37804878,74.77804878,74.62926829,74.92926829,75.2804878,75.3804878,75.58292683,75.8804878,76.08292683,76.43414634,76.38536585,76.88536585,76.83658537,77.08780488,77.21097561,77.1902439,77.3902439,77.74146341,77.99268293,78.14390244,78.44634146,78.74634146,79.04878049,79.24878049,79.44878049,79.6,80.05121951,80.40243902,80.75365854,1364.12318162,1436.86932937,1540.8701135,1658.79221653,1767.09772271,1761.38822191,1819.14256215,2064.15947783,2449.93276825,2938.44619051,3135.4221144,3394.74316844,3916.37852152,3833.92550341,3462.73137076,3442.34518643,3606.56911945,3594.70971265,3597.917253,"Europe & Central Asia","High income: OECD"
"GEO","Georgia",63.83185366,64.23434146,64.63882927,65.04180488,65.43678049,65.8187561,66.1822439,66.52573171,66.84921951,67.15921951,67.46619512,67.77717073,68.09112195,68.40258537,68.69456098,68.94358537,69.13565854,69.26629268,69.3394878,69.3762439,69.40402439,69.44929268,69.52804878,69.6412439,69.77485366,69.90080488,69.99263415,70.03534146,70.03246341,69.99960976,69.96082927,69.94773171,69.98234146,70.07568293,70.23373171,70.45443902,70.72073171,71.01402439,71.32173171,71.63034146,71.92978049,72.21207317,72.47173171,72.7057561,72.91070732,73.08907317,73.24843902,73.39680488,73.53773171,73.67473171,73.80978049,29.57789661,45.9812617,56.98133418,48.66450727,36.6920303,44.98843071,54.0609246,64.43768102,74.60216885,97.17938778,123.40289521,146.78848601,188.20405826,260.60516713,249.33173413,266.1847559,310.28614129,332.90081736,349.90313569,"Europe & Central Asia","Lower middle income"
"GHA","Ghana",46.26670732,46.68253659,47.07843902,47.45336585,47.80763415,48.14097561,48.4552439,48.75641463,49.04807317,49.33497561,49.62195122,49.91229268,50.20729268,50.5095122,50.81395122,51.11546341,51.40982927,51.69729268,51.98178049,52.27178049,52.57831707,52.91043902,53.27368293,53.6704878,54.10970732,54.60268293,55.13731707,55.69363415,56.24717073,56.75163415,57.15726829,57.43678049,57.57980488,57.59482927,57.50270732,57.34078049,57.1642439,57.02392683,56.95370732,56.98758537,57.14760976,57.42192683,57.78665854,58.22485366,58.70453659,59.18670732,59.63785366,60.02995122,60.35102439,60.59956098,60.78858537,19.06971112,22.29569173,18.83437505,20.55660879,19.87144793,12.26748307,15.24800694,14.8126977,18.48628416,26.71153066,36.04032658,43.11888551,58.25641876,59.88091535,56.72419861,70.74028761,76.63279675,86.08900548,99.52846516,"Sub-Saharan Africa","Lower middle income"
"GIN","Guinea",35.08112195,35.26039024,35.42517073,35.58092683,35.73160976,35.88160976,36.03843902,36.21158537,36.41007317,36.6434878,36.92043902,37.242,37.6092439,38.02468293,38.48326829,38.97695122,39.49963415,40.05026829,40.63080488,41.25878049,41.95570732,42.73117073,43.58319512,44.49636585,45.45473171,46.43534146,47.40519512,48.32931707,49.17819512,49.91885366,50.52734146,51.00409756,51.35553659,51.58758537,51.69968293,51.69780488,51.60934146,51.47517073,51.33563415,51.24992683,51.27629268,51.44063415,51.74902439,52.19458537,52.74512195,53.34953659,53.94370732,54.47843902,54.93187805,55.298,55.59019512,16.6429478,14.95636071,13.92366069,14.39610607,13.74744544,11.83663474,11.62051919,12.27122913,12.90317657,12.16057165,8.65353806,9.03601817,12.66600268,14.04063008,16.32972415,18.65090864,17.92411559,22.35862636,24.75235174,"Sub-Saharan Africa","Low income"
"GMB","Gambia",32.32563415,32.66109756,33.06209756,33.53763415,34.09319512,34.7322439,35.44326829,36.2112439,37.02417073,37.87056098,38.73741463,39.6137561,40.49012195,41.35697561,42.21036585,43.05326829,43.88868293,44.72009756,45.54202439,46.35095122,47.14687805,47.92229268,48.66870732,49.37712195,50.03104878,50.613,51.11846341,51.54846341,51.91046341,52.217,52.48604878,52.73909756,52.99512195,53.26514634,53.55617073,53.86765854,54.19068293,54.51668293,54.84419512,55.17121951,55.4977561,55.82129268,56.14185366,56.45590244,56.76192683,57.05792683,57.34387805,57.61880488,57.88168293,58.1335122,58.37480488,24.02950819,26.07948234,22.21898357,25.64177008,24.33947659,23.03228905,20.1350136,16.59885686,15.23742265,18.09610437,21.580729,24.40630012,30.09435994,36.38894725,32.35580797,32.56846784,32.52941698,31.19193642,28.91017917,"Sub-Saharan Africa","Low income"
"GNB","Guinea-Bissau",42.35465854,42.56287805,42.76912195,42.97185366,43.16904878,43.35860976,43.5395122,43.71321951,43.87980488,44.03980488,44.19536585,44.35007317,44.50646341,44.66858537,44.83939024,45.02082927,45.21380488,45.42073171,45.64258537,45.88082927,46.135,46.40612195,46.69121951,46.99034146,47.30443902,47.63597561,47.98495122,48.34492683,48.7115122,49.07382927,49.42353659,49.75173171,50.05404878,50.32702439,50.56785366,50.7772439,50.96209756,51.13063415,51.29046341,51.44692683,51.6097561,51.7815122,51.96643902,52.16609756,52.38085366,52.60829268,52.84370732,53.08173171,53.32060976,53.55843902,53.79609756,25.18998854,19.97527579,15.75697888,11.96676446,10.37188858,16.20946732,15.09662942,17.37549841,19.75788228,19.95088675,23.59330167,23.97765804,28.51793459,34.2202573,36.02692161,37.71141323,36.26949719,31.26089925,31.83837079,"Sub-Saharan Africa","Low income"
"GNQ","Equatorial Guinea",37.0324878,37.33241463,37.63234146,37.9317561,38.23165854,38.53207317,38.8325122,39.13295122,39.43443902,39.73492683,40.03395122,40.331,40.62704878,40.92456098,41.22702439,41.53885366,41.86256098,42.19914634,42.54812195,42.90958537,43.27960976,43.65529268,44.03065854,44.40373171,44.77346341,45.14226829,45.51056098,45.87329268,46.22492683,46.5554878,46.85353659,47.11160976,47.32678049,47.49809756,47.62158537,47.69280488,47.7242439,47.73334146,47.73753659,47.76370732,47.83773171,47.9765122,48.19097561,48.48709756,48.86836585,49.32782927,49.84507317,50.39573171,50.96536585,51.53307317,52.08490244,17.27888242,22.61949869,29.88606499,32.59278138,34.11738132,55.1660637,48.73497995,67.20499386,97.44597534,180.47363374,208.81911072,276.8262274,358.2917427,542.20857888,734.22569616,637.8427461,722.48602004,768.91707631,713.85796509,"Sub-Saharan Africa","High income: nonOECD"
"GRC","Greece",68.54863415,68.89226829,69.18570732,69.42943902,69.638,69.83746341,70.05246341,70.30256098,70.58929268,70.90363415,71.22656098,71.535,71.81485366,72.06463415,72.29370732,72.51956098,72.76165854,73.03107317,73.32936585,73.64714634,73.9694878,74.27802439,74.56487805,74.82717073,75.07656098,75.33021951,75.60263415,75.90065854,76.68780488,76.93902439,77.13658537,77.38292683,77.3902439,77.63902439,77.58536585,77.68536585,78.13658537,77.83902439,77.98780488,77.88780488,78.38780488,78.64146341,78.84146341,79.03902439,79.23902439,79.43902439,79.43902439,79.93902439,80.18780488,80.38780488,80.74390244,1067.86781155,1116.37197524,1067.17573809,1057.21688255,1115.87461318,918.42963741,1055.0089315,1222.75111459,1580.46474691,1809.35277716,2094.78397487,2296.04741469,2689.06235471,3093.57724299,2923.98230759,2495.2885506,2551.39453899,2070.11162185,2146.24031138,"Europe & Central Asia","High income: OECD"
"GRD","Grenada",60.2495122,60.67009756,61.07668293,61.47126829,61.85334146,62.22292683,62.58102439,62.92663415,63.2622439,63.58787805,63.9035122,64.20965854,64.50782927,64.797,65.07917073,65.35336585,65.61856098,65.8767561,66.12695122,66.36965854,66.60587805,66.83558537,67.05980488,67.27802439,67.4907561,67.6984878,67.90073171,68.0974878,68.2897561,68.47502439,68.65380488,68.82560976,68.99139024,69.15419512,69.3175122,69.48631707,69.66163415,69.84746341,70.04429268,70.25312195,70.47446341,70.70580488,70.94114634,71.17646341,71.4067561,71.625,71.82868293,72.01480488,72.18336585,72.33687805,72.47636585,190.35248229,203.2506434,218.74760793,247.1114972,291.27896639,339.02009666,391.88733648,353.18262268,340.27670052,305.53568317,373.0007902,407.03975501,430.38064989,457.99667446,461.76371425,468.77094107,475.19287204,471.42235436,499.24107299,"Latin America & Caribbean","Upper middle income"
"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.41463415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.34146341,NA,NA,NA,NA,65.28536585,65.33658537,65.43902439,65.92682927,66.92682927,68.86341463,NA,NA,68.48536585,NA,68.43902439,68.35414634,NA,70.23902439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe & Central Asia","High income: nonOECD"
"GTM","Guatemala",46.10395122,46.68829268,47.28268293,47.88663415,48.50860976,49.16109756,49.84904878,50.56895122,51.31031707,52.05314634,52.77402439,53.4524878,54.07402439,54.63414634,55.1327561,55.57882927,55.9917561,56.3915122,56.79058537,57.2014878,57.6327561,58.08595122,58.55863415,59.05382927,59.56807317,60.09731707,60.63309756,61.16987805,61.70465854,62.23841463,62.77312195,63.3117561,63.85639024,64.40658537,64.96297561,65.52721951,66.09590244,66.66156098,67.21519512,67.74121951,68.2204878,68.64585366,69.01519512,69.33190244,69.60897561,69.86441463,70.11926829,70.38914634,70.68104878,70.99597561,71.32790244,58.98945154,61.14888084,70.25242304,71.91271153,73.59933896,93.71951631,112.16835322,120.70562648,128.58491176,135.08782274,152.45680131,172.8072705,182.0644968,199.84776328,194.55427269,199.72608761,206.74159153,214.62349557,222.45098711,"Latin America & Caribbean","Lower middle income"
"GUM","Guam",61.72529268,62.21919512,62.707,63.1862439,63.65741463,64.11902439,64.57158537,65.01414634,65.44670732,65.86731707,66.2754878,66.67073171,67.05304878,67.42243902,67.77890244,68.12241463,68.45443902,68.7754878,69.0875122,69.39053659,69.68653659,69.97553659,70.25853659,70.53553659,70.80653659,71.06804878,71.32007317,71.56458537,71.80409756,72.04409756,72.28760976,72.54007317,72.80453659,73.08395122,73.38131707,73.69917073,74.034,74.38229268,74.7384878,75.09802439,75.4527561,75.79865854,76.13126829,76.44768293,76.74753659,77.03256098,77.30741463,77.57573171,77.83904878,78.10085366,78.36058537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"East Asia & Pacific","High income: nonOECD"
